word,frequency
"tyrant,
",1
"would--""
",1
cowardice;,1
"""Yes!",1
Sustain,1
"yourself
",1
"comes,",1
"devil;
",1
chained-,1
"shown-
",1
"ready.""
",1
enforced,1
conclusion,3
"striking
",2
handkerchief,2
serene,1
observing,5
Next,5
noontide,1
assiduously.,1
"flower,",1
infraction,1
"seated,",1
sprinkled,2
about.,2
"hot,
",1
"flies,",1
inquisitive,2
perquisitions,1
glutinous,1
"near
",2
bottom.,1
decease,1
"promenading,",1
"coolest
",1
"elephants,",1
"removed),",1
fate.,3
Curious,1
heedless,1
are!-,1
entering,3
"pin
",1
"head-dress,",1
"figure.
",2
drop,4
"wineshop.
",1
"new-comer.
",1
knitting:,1
"""Hah!",3
"forty,",1
height,2
"visage,",2
"dark,
",1
aquiline,2
"straight,
",1
cheek,3
imparts,1
expression!,1
"all!""
",1
"cognac,",2
mouthful,1
"air.
",1
"""Marvellous",1
cognac,3
"madame!""
",1
"complimented,",1
antecedents,2
"flattered,",1
"moments,",4
"general.
",1
knit,2
"skill,",3
"too!""
",1
"""Decidedly.",1
"for?""
",1
"""Pastime,""",1
"nimbly.
",1
"use?""
",1
depends.,1
do--,1
"Well,""
",1
"coquetry,",1
remarkable;,1
opposed,2
head-dress,2
"Two
",1
"separately,",1
"when,
",2
catching,1
"novelty,",1
"faltered,",1
"Nor,",3
"entered,
",1
detect,2
sign.,1
"lounged
",1
"stricken,",1
"unimpeachable.
",1
"""JOHN,""",1
checking,1
"knitted,",1
stranger.,1
"""Stay",1
'BARSAD',1
"""Children?""
",1
"children.""
",1
"""Business",2
seems,9
"bad?""
",1
bad;,1
"poor.""
",1
"""Ah,",3
"unfortunate,",1
people!,1
"oppressed,",3
too-,2
"say,""",1
"retorted,",2
correcting,1
deftly,1
"knitting
",2
boded,1
"good.
",1
"naturally
",2
"course.""
",2
"think?""",1
voice.,5
thinking.,1
embarrassing,1
others?,1
"spy,",20
"sinister
",1
gossiping,1
"cognac.
",1
Gaspard's,1
execution.,1
Ah!,1
"Gaspard!""",1
"compassion.
",1
"faith!""",1
coolly,1
"lightly,",1
"use
",1
"purposes,",1
beforehand,1
was;,1
"price.""
",1
dropping,5
soft,5
invited,1
expressing,2
injured,3
"revolutionary
",1
susceptibility,1
muscle,1
fellow?,2
"vacantly.
",2
"""-Here",1
"husband!""",2
saluted,2
engaging,2
repeated;,1
"stare.
",2
"monsieur,""",1
wineshop.,1
Ernest,3
"same,""",1
"airily,",1
discomfited,1
"too:
",1
"day!
",1
"day!""",1
"drily.
",1
"chatting
",2
"entered,",4
wonder!-,1
fate,4
"Gaspard.""
",1
wife's,2
"opposed,",1
"unconscious
",2
drained,1
sip,1
cognac.,1
"Defarge
",4
hummed,1
"profoundly
",2
"inhabitants.""
",1
conversing,1
cherishing,1
interesting,2
associations,5
"""Indeed!""",1
"released,",6
"domestic,",1
"you.
",2
"circumstances?""
",2
"""Such",3
"fact,",3
"certainly,""",1
"warbled,",1
"brevity.
",1
came;,3
accompanied,4
"brown
",2
monsieur;,1
called?-,1
wig-,1
Company-,1
"fact,""",1
"remembrances!""",1
spy.,4
"known
",3
"spy.
",4
"""No,""",2
"effect,""",1
"song,",2
news,4
"arrival,",1
two;,1
"but,
",3
"we,",1
"ours-
",1
"correspondence.""
",1
"""Perfectly",1
"married.""
",1
"""Going?""",1
married,8
madame;,3
"tongue
",1
identification,2
compliment;,1
laugh.,1
"added:
",2
married.,2
"Englishman;
",1
birth.,1
Gaspard,2
"(ah,",1
"cruel,",3
"cruel!),",1
D'Aulnais,1
"family.""
",1
"palpable
",1
"pipe,
",1
"troubled,",2
trustworthy.,1
"hit,",1
"worth,",1
"Barsad
",1
"drunk,",2
leave:,1
genteel,1
"departed,",1
"forward
",2
"Saint
",5
smoking,4
"chair:
",1
Ma'amselle,1
"little,
",1
false.,1
"is-""",1
"stopped.
",3
"is?""",1
"wife.
",2
"""-And",1
triumph-,1
"hope,
",2
"sake,",10
Destiny,1
"""Her",2
"destiny,""",1
"usual
",2
lead,3
strange-,1
"strange""-
",1
pleading,1
induce,2
admit,5
"""that,",1
proscribed,1
infernal,2
dog's,1
"""Stranger",1
"come,""
",1
certainty;,2
merits;,1
"enough.""
",1
Either,2
instinctive,4
objectionable,1
disappearance;,1
"howbeit,",1
lounge,1
shortly,1
"habitual
",1
"aspect.
",2
door-steps,1
"window-ledges,",1
"courts,",1
"air,
",1
Missionary-,1
her-,3
breed,1
knitted.,3
worthless,2
things;,1
substitute,1
"drinking;
",1
jaws,1
digestive,1
apparatus:,1
stomachs,2
"famine-pinched.
",1
thoughts.,2
"quicker
",1
fiercer,1
"with,
",3
"behind.
",1
"admiration.
",1
"woman,""",1
"woman!""
",1
"bells
",1
drums,4
"Courtyard,
",1
knitting.,2
"surely,",1
"bells,",1
pleasantly,2
steeple,1
thundering,2
cannon;,1
drown,1
potent,2
Power,1
"Plenty,",1
Life.,1
"selves
",1
structure,2
"unbuilt,",1
"XVII
",1
ONE,3
"NIGHT
",1
NEVER,1
DID,1
glory,1
"quiet
",2
moon,5
"rise
",1
milder,1
"tree,",2
"leaves.
",1
to-morrow.,5
"plane-tree.
",1
"""Quite,",1
"engaged
",2
"employed
",1
blessed-,1
"Charles's
",1
consecrated,1
"unhappy
",1
self-reproachful,1
"is--""
",2
command,1
"moonlight,",1
breast.,4
moonlight,4
"sad,",1
"""Dearest",1
dear!,5
"quite,
",1
duties,3
interpose,2
us?,1
"certain?""
",1
cheerful,3
"assumed,",1
"""Quite",1
darling!,1
More,2
her:,3
future,3
"brighter,",1
"Lucie,
",2
"marriage,",1
"nay,",1
"father!--""
",1
"""Believe",1
love!,1
Consider,1
"You,",2
appreciate,1
anxiety,3
"wasted--""
",1
"""-wasted,",1
child-,1
"wasted,",1
things-,1
unselfishness,1
comprehend,4
"perfect,",1
"incomplete?""
",1
Charles.,4
"Or,",2
"hearing
",1
suffering.,1
"remembered
",2
"afterwards.
",1
"""See!""",3
"Beauvais,",1
moon.,1
"prison-window,",1
"torture
",1
"beaten
",1
prison-walls.,1
"lethargic,",1
"full,",1
"number
",1
intersect,1
"them.""",1
twentieth,1
dwelt,2
shock,5
reference.,1
contrast,1
cheerfulness,3
felicity,1
endurance,2
speculating,1
unborn,2
rent.,1
"alive.
",1
killed,3
avenge,3
(There,1
unbearable.),1
weigh,1
disappeared,1
act.,1
"woman.""
",1
forgetful,2
"rather,",2
ignorant,5
year.,3
"married
",2
"perished
",1
generation,1
"blank.""
",2
strikes,2
"""You,",1
Lucie?,2
restoration,2
remembrances,1
"arise,",1
night.-,1
"""So!",1
sadness,1
sorrowful,3
"peace,",3
foundations,2
could-,1
"cell,
",2
freedom,4
fortress.,1
image,2
grated,3
"window
",2
"of?""
",2
the-,3
image;,1
"fancy?""
",1
moved.,2
phantom,1
"pursued,",1
"likeness
",1
have-,3
"Lucie?
",1
"Hardly,",1
think?,1
"distinctions.""
",1
collected,3
anatomise,1
"condition.
",1
peaceful,2
"moonlight,
",1
"picture
",1
"active,
",1
"cheerful,",1
useful;,2
pervaded,1
"love
",1
"children,""",2
"Beauvais,
",2
frowning,1
"walls,
",2
whispers.,1
"showing
",1
things.,3
"fell
",3
"knees,",2
"her.""
",5
"to-morrow?""
",3
"""Lucie,",1
troubles,3
to-night,1
"tell,",1
happiness.,1
"wildest,",1
"us.""
",1
embraced,4
solemnly,5
commended,3
"humbly
",1
"By-and-bye,",1
"house.
",1
bidden,1
Lorry;,5
bridesmaid,1
residence;,1
extend,1
"formerly
",1
apocryphal,1
"lodger,",1
"regretted
",1
plot,2
"affectionately.
",1
separated.,1
"morning,
",2
downstairs,1
stole,1
unshaped,1
"beforehand.
",1
places;,1
quiet;,1
untroubled,1
"pillow,",2
coverlet.,1
needless,1
his;,1
Into,1
"worn;
",1
tracks,1
"resolute,",1
guarded,3
"unseen
",1
"assailant,",1
beheld,4
"sleep,
",1
timidly,1
"prayer
",1
aspired,1
sorrows,3
deserved.,1
sunrise,1
"shadows
",2
"XVIII
",1
NINE,1
"DAYS
",1
MARRIAGE-DAY,1
church;,1
"beautiful
",1
"bride,",2
Pross-,1
"event,",1
"gradual
",1
process,2
reconcilement,1
"inevitable,",1
"bliss,",2
"bridegroom.
",1
admire,3
dress;,1
baby!,1
doing!,1
valued,1
conferring,1
"Charles!""
",1
matter-of-fact,1
"""and
",2
"Nonsense!""
",1
"""Really?",1
Well;,1
"cry,""",1
"crying,""",1
"""I,",2
"Pross?""",1
(By,1
"occasion.)
",1
"Such
",1
"'em,",1
There's,2
fork,1
spoon,1
"collection,""",1
"came,
",1
"gratified,""",1
"""though,",1
"honour,
",1
rendering,3
trifling,1
"remembrance
",2
lost.,3
"Dear,",1
"almost!""
",1
"name.
",3
"""Pooh!""",1
"cradle.""
",2
beamingly,1
"wig,
",1
"bachelor,""",2
"""before
",1
"""Then,",3
"think,""",5
unhandsomely,1
"dealt
",1
selection,2
pattern.,1
Enough!,1
"Lucie,""",5
soothingly,2
"I,
",1
folks,1
"final
",1
hear.,1
"loving
",1
own;,2
conceivable,1
of;,2
"fortnight,",1
Warwickshire,1
"thereabouts,",1
(comparatively,1
speaking),1
fortnight's,2
"Wales,",1
happiest,1
frame.,1
Somebody's,1
"blessing,",3
Somebody,1
well-remembered,1
"bright
",2
genuine,1
"tenderness
",1
"old-fashioned,",1
"Adam.
",1
pale-,1
"unaltered,",1
"shadowy
",1
indication,1
avoidance,1
"wind.
",1
chariot,1
"rest
",1
"soon,",4
"church,
",1
"married.
",1
smiles,1
"diamonds,",1
"sparkling,
",1
bride's,1
pockets.,1
"sunlight,",1
"threshold
",1
"parting.
",1
"parting,",2
cheered,1
disengaging,1
enfolding,1
Charles!,1
"yours!""
",1
chaise,1
"curious,",1
preparations,3
simple,2
welcome,3
"hall,",2
Doctor;,2
uplifted,1
poisoned,1
"blow.
",1
revulsion,2
repression,1
drearily,1
starlight,1
"ride.
",1
"anxious
",3
disturb,1
Tellson's;,1
presently.,2
"knocking.
",1
"God!""",1
ear.,1
"""O",6
"lost!""",1
Ladybird?,1
"shoes!""
",1
"busy.
",1
moment-,1
"inquiringly,",1
waistcoat;,1
"haggard,",1
"hard-
",1
impatiently-,1
"interrupted.
",1
size,1
shape.,1
"shoe,""",1
"up.
",2
mechanically,1
friend?,1
Think,1
"proper
",1
occupation.,2
"Think,",1
"friend!""
",1
"instant
",1
requested,4
so;,2
persuasion,1
extract,2
"worked,",5
echoless,1
"discover,",1
furtively,1
asked.,1
"curiosity
",1
perplexity-,1
reconcile,2
"important
",1
others;,1
"Lucie;
",1
"In
",4
conjunction,1
"precaution,",2
"deception
",1
practised,2
"write,",1
"describing
",1
"professionally,",1
"post.
",2
"measures,",1
advisable,1
reserve;,1
"case.
",1
"recovery,",2
resort,1
"course
",1
"practicable,",1
worried.,1
"abandoned
",1
delusion,2
"fallen,",2
falling.,1
"remained,",1
"seat
",1
"writing,",3
"free
",1
"place.
",2
see-,2
"on,
",3
write.,1
"until
",3
"manner,
",3
"""Out?""
",2
effort,3
"dusk,
",1
misty,4
perceived,3
"watches,",1
"betimes,",1
cheerfully,3
"name,
",1
confusedly.,1
"This
",1
encouraged,2
"several
",2
amiss.,1
"demonstrative
",1
"accompaniment,",1
harass,1
"oftener,",1
inconsistencies,1
"before:
",1
remaining,3
returned.,1
"meanwhile,",4
plane-tree;,1
slipped,2
"bench.
",1
"fourth,",1
fifth.,1
Five,3
"days,
",1
"days.
",1
"darkening,",1
"growing
",1
"heavier,",1
happy;,1
"skilful,",1
"expert,",1
dusk,1
ninth,1
"evening.
",1
"XIX
",1
AN,1
"OPINION
",1
WORN,1
OUT,2
"watching,",1
tenth,3
"suspense,",4
slumber,1
overtaken,1
rubbed,3
"doubted,",1
"shoemaker's
",1
"see),",1
"pale,",3
studious,4
"attentive.
",2
giddily,1
uncertain,5
moments,8
"shoemaking
",1
usual;,1
actually,3
"happened?
",1
confusion,5
"astonishment,
",1
obvious.,1
corresponding,1
bedroom,1
"morning?
",1
particle,1
"clear-headed,",1
"breakfast-hour,",1
meet,6
occurred.,2
customary,1
proceed,1
"obtain.
",1
submitting,1
"judgment,",1
care.,2
abundance,1
"toilette,",1
"breakfast-hour
",1
leg.,1
"stepping
",1
gradual,2
approaches,1
"marriage
",1
yesterday.,5
incidental,1
"allusion,",1
purposely,1
"week,",4
"month,",3
"counting,",1
uneasy.,1
"respects,",1
composedly,3
sought.,1
"feelingly:
",1
"opinion,",4
"interested;
",1
Glancing,1
discoloured,1
"work,
",2
attentively.,1
"once.
",3
"Pray
",2
sake-,1
"above
",1
daughter's-,1
"daughter's,",1
"""some
",1
"shock--?""
",1
"""Yes!""
",2
"explicit,""",1
"""Spare",1
"detail.""
",1
"proceeded.
",1
"shock,",1
acuteness,1
severity,1
"affections,",1
"the-
",1
calculate,2
"himself,
",3
"recovered,",3
himself-,2
"completely,",1
intelligent,1
exertion,1
"constantly
",3
additions,1
large.,1
"unfortunately,",1
"been,""",1
breath-,1
"relapse.""
",1
"duration?""
",1
"""Nine",1
"nights.""
",1
itself?,1
"infer,""",1
resumption,1
"shock?""
",1
"fact.""
",1
"""engaged",1
"pursuit
",1
"originally?""
",1
"""Once.""
",1
relapse,4
respects,1
-or,1
respects-,1
"respects.""
",1
Does,2
"relapse?""
",1
"trusted.""
",1
grasped,2
"murmured,",1
kind.,2
"That
",3
"thoughtful!""",1
considerate,1
affectionate,5
cope,1
intricate,1
matters.,1
possess,2
necessary;,1
intelligence;,1
guiding.,1
rely,2
"guidance,",1
about?,1
danger,16
another?,1
prevented?,1
treated?,1
all?,2
"friend?
",1
desirous,1
how.,2
"originate,",1
"sagacity,",1
"experience,",1
"track,",1
much;,3
unenlightened,1
"undirected,",1
little.,1
enable,2
"clearly,
",1
"useful.""
",1
"spoken,
",1
press,5
"probable,""",1
"effort,",1
"described,",1
unforeseen,1
"him?""",3
"ask.
",1
"much.""",1
"shudder.
",1
apprehension,2
weighs,1
sufferer's,2
difficult-,1
impossible-,1
force,11
utter,2
"oppresses
",1
"""Would",3
"he,""",1
"""be",1
sensibly,1
prevail,1
impossible.,1
cases-,1
"impossible.""
",1
"""Now,""",2
"sides,",1
"refer
",1
"attack?""
",1
malady.,1
"intense
",1
distressing,1
vividly,1
"recalled,",2
lurking,1
recalled-,1
circumstances-,1
occasion.,1
vain;,1
"relapse?""",1
"hesitation.
",1
desolately,1
"future,""",2
hinted,1
"firmness,",1
"restore
",1
yielding,2
"pressure
",1
complicated,1
foreseen,1
"against,",3
"passed,",7
"over.""
",1
comfort.,1
"thankful!""",2
"reverence.
",1
"points,""",1
"""on",1
instructed.,1
"service.""",1
"habit,",1
energetic;,1
applies,1
ardour,1
"acquisition
",1
professional,1
conducting,1
affliction.,1
unhealthy,1
direction.,2
"discovery.""
",1
"strain?""
",1
overworked,1
"now-""
",1
"counterweight.""
",1
persistent,2
Assuming,1
overworked;,1
"renewal
",1
"disorder?""
",1
"self-conviction,",1
association,5
renew,3
"henceforth,",2
jarring,1
chord,1
sounding,2
"trust,",1
"almost
",2
"exhausted.""
",1
diffidence,1
"thing
",2
overset,1
organisation,1
won,3
assurance,2
distress.,2
"abate
",1
confidence.,3
"encouraged
",1
point.,4
all;,4
remembering,2
"passing
",2
"from,""",1
clearing,1
call-,1
Blacksmith's,2
"illustration,",2
forge.,1
"say
",2
unexpectedly,2
forge,1
shaded,3
"foot
",1
nervously,1
friend.,1
"nervously
",1
"me?""",6
"think--""",1
"uneasy
",2
"explain,",2
"consistently,",1
"innermost
",1
workings,1
yearned,1
substituting,1
perplexity,2
"brain,",2
"substituting,",1
"ingenuity
",1
torture;,1
reach.,1
speaks,2
"terror,
",1
"face.
",8
mind!,2
"information,",2
deals,1
material,1
"shillings,
",1
bank-notes-,1
retention,2
involve,2
idea?,1
concession,1
"misgiving,",1
"forge?""
",1
"tremulously,",1
"companion.""
",1
disquieted.,1
"recommend
",1
authority.,2
Come!,1
"authority,",4
"him!
",4
sanction,1
present.,2
"absence.""
",1
readily,3
"ended.
",2
"restored.
",1
"suspicions.
",1
"chopper,",1
"chisel,",1
light.,2
hacked,2
"pieces,",4
"assisting
",1
"grimness,",2
unsuitable,1
figure.,3
(previously,1
purpose),1
commenced,1
kitchen,1
fire;,5
"leather,",1
garden.,2
destruction,3
"minds,",2
commission,1
removal,1
"traces,",1
accomplices,1
"crime.
",1
"XX
",1
"PLEA
",1
newly-married,1
"congratulations,",2
"looks,",2
manner;,1
"certain
",1
rugged,3
"observation
",1
"overheard.
",1
"Darnay,""",5
"friends.""
",1
"hope.""
",2
speech;,1
"either.""
",1
natural-,1
"good-fellowship,",1
"mean?
",1
"life,""",1
"smiling,",1
try.,2
"drunk
",1
than-,1
"usual?""
",1
confess,2
alarmed;,1
"preach.""
",1
alarmed.,1
Earnestness,1
alarming,2
drunken,3
(one,1
"know),",1
insufferable,1
liking,2
"""Fashion",1
"easy
",1
represent,4
"means
",1
"answer,""",1
"forgiveness
",1
aside.,1
dismiss!,1
"day?""
",2
"service,""",1
avow,1
"professional
",1
"claptrap,",1
Mind!,1
"past.""
",1
"obligation,""",1
"answer.""
",1
"""Genuine",1
trust,9
friends.,1
flights,3
"If
",3
"his.""
",1
rate,2
dissolute,1
"dog,",3
'never,1
"will.'""
",1
indifferent,4
"reputation,",1
privileged,1
"person
",1
"add,",1
unornamental),1
"furniture,",1
abuse,1
permission.,1
satisfy,1
"try?""
",1
footing,1
indicated.,1
"minute
",1
unsubstantial,1
"mention
",1
"terms,",1
problem,1
carelessness,1
recklessness.,1
"short,
",1
bitterly,2
dwell,2
"rooms,
",1
"marked.
",1
thoughtful,3
"to-night!""",1
"Charles,""",4
"tonight,",1
"to-night.""
",3
promise?,1
"Love?""
",1
"What,",2
deserves,1
own?,1
"so?""
",2
think-,1
"does.""
",1
enough.,2
"Life?""
",1
"dearest,",1
generous,3
lenient,1
faults,2
"very,",2
"reveals,",1
"bleeding.""
",1
reflection,2
"astounded,",1
reclaimed;,1
reparable,1
"things,
",1
purity,1
"""And,",1
"Love!""",1
"his,
",1
"""remember",1
"misery!""
",1
Heart!,1
"live.""
",1
rosy,1
arms.,1
forlorn,5
wanderer,1
parted,6
"XXI
",1
ECHOING,1
"FOOTSTEPS
",1
CORNER,1
"remarked,",2
lived.,1
winding,5
"directress
",1
tranquilly,2
resounding,2
"echoing
",1
dimmed.,1
"echoes,
",1
"stirred
",1
Fluttering,1
doubts-,1
"hopes,",1
"doubts,",1
enjoy,2
delight-divided,1
grave;,1
mourn,2
"waves.
",1
bosom.,2
"among
",6
tiny,1
prattling,1
words.,4
resound,1
cradle,1
shady,1
child's,2
Divine,1
confided,2
"hers,",2
joy,3
weaving,1
tissue,2
predominate,1
"nowhere,",1
"Lucie
",3
"sounds.
",2
firm,4
equal.,1
"Lo,",1
"string,
",1
awakening,1
unruly,1
"charger,",1
"whip-corrected,",1
"snorting
",1
pawing,1
"garden!
",1
sounds,2
cruel.,1
halo,1
"smile,",3
papa,1
"mamma,",1
sister;,4
"go!""",1
wetted,1
Suffer,1
forbid,1
Father's,1
"Father,",1
"words!
",1
rustling,1
Angel's,1
wings,1
blended,2
wholly,4
Sighs,1
garden-tomb,1
"hushed
",1
murmur-like,1
sandy,1
"shore-
",1
comically,1
dressing,1
"footstool,",1
chattered,1
tongues,1
Cities,1
Echoes,1
"most,",1
"uninvited,",1
often.,4
blameless,2
unchanged,1
"sensibilities
",1
tell;,1
chubby,1
grew.,1
"""Poor",1
Carton!,4
"Kiss
",1
engine,2
forcing,1
turbid,1
dragged,4
"useful
",1
"wake,",1
boat,2
towed,1
astern.,1
"plight,",1
swamped,1
"custom,
",1
"stimulating
",1
"disgrace,",2
lead;,1
lion's,1
"lion.
",1
rich;,1
widow,3
"straight
",2
dumpling,1
exuding,1
offensive,1
"pore,",1
sheep,1
"pupils
",1
husband:,1
"""Halloa!",1
lumps,2
bread-and-cheese,2
"picnic,",1
rejection,1
bloated,4
"indignation,",1
training,1
directing,2
beware,1
"Beggars,",1
tutor-fellow.,1
declaiming,1
full-bodied,2
"""catch""",1
diamond-cut-diamond,1
"madam,",1
"""not",1
"caught.""",1
"familiars,",1
"lie,",1
"excused
",1
"incorrigible
",1
aggravation,1
originally,2
"offence,",2
offender's,1
suitably,1
"pensive,
",1
"laughing,",1
echoing,2
"father's,",1
"husband's,",1
told.,1
lightest,1
"thrift
",1
be),1
"single,",1
"divide
",1
magic,1
"darling,",2
"hurried,",1
"rumbled
",1
menacingly,1
sixth,1
"rising.
",1
"mid-July,",2
"eighty-nine,",1
"wild
",2
"back,
",1
fun,1
turn.,2
us!,4
mania,1
"look,""",1
Darnay?,2
People,3
unreasonable!,1
ordinary,2
"""Stiff,""",1
threatening,5
"sky
",1
assented,5
"persuade
",1
"soured,",1
"grumbled,",1
peevish,1
botheration.,1
"Where
",1
"moment.
",3
forebodings,1
"hope?""
",1
backgammon,1
"like,""",1
"like,",3
teaboard,1
"ye,",1
dear.,1
"bed?""
",1
"soundly.""
",1
God;,1
was!,1
ye.,1
"circle,",2
"theory.""
",1
theory;,1
"fancy.""
",1
"pet,""",1
patting,1
"hear
",2
"them!
",1
"Headlong,",1
"mad,",3
raging,10
circle,2
dusky,1
"fro,",4
frequent,5
gleams,2
billowy,1
blades,1
bayonets,1
"forest
",1
shrivelled,3
branches,1
"trees
",1
wind:,1
convulsively,1
semblance,1
"depths
",1
whence,2
"began,
",1
agency,1
crookedly,1
"jerked,",1
"lightning,",1
throng,4
told;,1
muskets,3
distributed-,1
"cartridges,",1
"powder,",1
"ball,",1
"knives,
",2
"axes,",1
"pikes,",4
distracted,6
"discover
",1
devise.,1
"themselves
",1
bricks,1
"places
",1
walls.,1
pulse,2
"high-fever
",1
strain,1
high-fever,1
demented,1
readiness,1
whirlpool,1
centre,1
circled,2
caldron,1
vortex,1
begrimed,1
gunpowder,1
"sweat,",1
"issued
",1
"orders,",1
thrust,4
"forward,
",1
disarmed,1
strove,2
thickest,1
"Three,""",1
patriots,9
"wife?""
",2
"""Eh,",1
Madame's,1
resolute,3
softer,2
"implements,",1
girdle,1
pistol,1
"go,""",3
"""with",1
"by-and-bye.""
",1
"then!""",1
"""Patriots",1
ready!,1
"Bastille!""
",1
sounded,2
shaped,1
"wave,
",1
"depth,",1
overflowed,2
"Alarm-bells
",1
"beating,",1
attack,2
"begun.
",1
"ditches,",1
massive,7
"towers,",4
"cannon,",3
"muskets,",3
smoke.,3
smoke-,1
"smoke,",3
"cannonier-
",1
manful,1
"soldier,",1
"fierce
",3
"ditch,",3
drawbridge,1
down!,1
"""Work,
",1
comrades,1
work!,2
"Work,",1
"Thousand,",2
"Five-and-Twenty
",1
Thousand;,1
Devils-,1
prefer-,1
"work!""",1
"gun,
",1
"hot.
",2
"women!""",1
"""What!",1
"taken!""",1
"thirsty
",1
trooping,2
variously,1
"armed,",2
"revenge.
",2
"Cannon,",1
smoke;,1
Slight,1
displacements,1
"falling
",1
wounded.,1
Flashing,1
"weapons,",1
waggonloads,1
"wet
",1
barricades,1
"directions,
",1
"shrieks,",4
"volleys,",1
"execrations,",1
bravery,1
boom,1
sea;,1
"gun,",1
Four,2
flag,3
"fortress,",1
parley-,1
"dimly
",1
perceptible,1
"it-
",1
wider,1
"higher,",6
"surrendered!
",1
resistless,1
impracticable,1
struggling,1
surf,1
South,2
"Sea,",1
Bastille.,1
"angle
",1
side;,2
heading,1
"women,
",1
Everywhere,1
"tumult,",1
"exultation,",1
deafening,1
"maniacal
",1
astounding,1
"noise,",1
"dumb-show.
",1
"Prisoners!""
",2
"Records!""
",1
"cells!""
",1
"torture!""
",1
"cries,",5
"incoherences,",1
"Prisoners!""",1
eternity,1
foremost,6
billows,1
"nook
",1
"undisclosed,",1
men-,1
torch,2
hand-,1
separated,3
"""Show",3
"Tower!""",1
"""Quick!""
",2
"faithfully,""",1
"Tower?""",1
captivity?,1
"mean
",1
"dead?""
",2
"""Kill",1
"""Monsieur,",1
"cell.""
",1
"""Pass",2
"then.""
",1
"evidently
",1
"bloodshed,",2
turnkey's.,1
"brief
",1
then:,1
"ocean,
",1
irruption,3
"Fortress,",1
inundation,2
"courts
",1
staircases.,1
"outside,",1
"deep,",4
"occasionally,",1
"partial
",1
shouts,1
tumult,1
"spray.
",1
vaults,1
dens,2
"cages,",1
cavernous,1
"steps,
",1
ascents,1
"brick,",1
"dry
",1
waterfalls,1
"staircases,",1
"turnkey,",2
"Three,
",1
linked,3
speed,2
"swept
",1
by;,2
"descending,",1
"climbing
",1
"tower,",1
Hemmed,1
"thickness
",1
"arches,",2
"dull,",1
destroyed,1
"hearing.
",3
turnkey,5
clashing,1
"lock,
",1
"in:
",1
"five,",2
"Tower!""
",1
"heavily-grated,",1
unglazed,1
screen,1
"chimney,",4
"barred
",1
"across,",1
feathery,1
"wood-ashes
",1
hearth.,1
"them,""
",1
"turnkey.
",2
"eyes.
",3
"""Stop!-",1
"Jacques!""
",1
"""A.",1
"M.!""",1
"greedily.
",1
"""Alexandre",3
swart,1
"forefinger,",2
engrained,1
"gunpowder.
",1
'a,1
physician.',1
"doubt,
",1
scratched,1
calendar,1
stone.,2
hand?,2
crowbar?,1
linstock,1
gun,1
exchange,1
"instruments,",1
worm-eaten,1
"blows.
",1
"higher!""",1
"wrathfully,",1
"care,",4
"knife,""",1
"""rip",1
straw.,1
crawled,1
prised,1
"crowbar,",1
grating,1
"minutes,
",1
mortar,1
averted,1
avoid;,1
"wood-ashes,",1
chimney,1
wrought,1
cautious,2
"""Nothing.""
",1
collect,2
cell.,3
So!,1
"Light
",1
"you!
",1
blazed,2
Stooping,2
low-arched,1
"burning,",2
retraced,1
courtyard;,1
"recover
",1
flood,1
surging,1
"tossing,",1
clamorous,1
governor,3
defended,1
Ville,2
judgment.,1
"escape,",1
people's,3
